DCS,VC,Desc1,Attr,Size,Item#,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
MISFOO,JELLY,SPORT BEANS,WTR,ONE,17334,9,11.25,6,7.5,52.8,WB
MISFOO,JELLY,SPORT BEANS,WTR,ONE,17334,18,22.5,28,34.88,52.64,TC2
MISFOO,JELLY,SPORT BEANS,WTR,ONE,17334,38,47.5,6,7.5,52.8,TC1
MISFOO,JELLY,SPORT BEANS,WTR,ONE,17334,2,2.5,0,0,0,AAW
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,2,119.98,0,0,0,AA
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,1,59.99,1,53.99,34.47,NOV
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,4,239.96,0,0,0,NVL
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,1,59.99,0,0,0,WB
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,3,179.97,0,0,0,TC1
MISELE,POLAR,H1 HR SENSOR ST,BLK,XS-S,17335,3,179.97,0,0,0,AAW
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,106,159,23,31.55,45.58,AA
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,151,226.5,35,49.2,47.03,NOV
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,232,348,69,77.3,33.47,NVL
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,-18,-27,42,48,34.56,WB
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,0,0,34,45,44.09,TC2
MISFOO,GU,GU PACKET,TRI BRY,ONE,17336,185,277.5,12,18,50,AAW
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,58,87,59,60.5,26.86,AA
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,114,171,20,27.4,45.69,NOV
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,320,480,14,17.8,41.69,NVL
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,143,214.5,19,23.85,40.67,WB
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,119,178.5,16,23.85,49.94,TC2
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,85,127.5,60,90,50.03,TC1
MISFOO,GU,GU PACKET,ESP LVE,ONE,17337,202,303,55,70.91,42.41,AAW
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,95,142.5,27,34.25,41.58,AA
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,92,138,34,47.4,46.54,NOV
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,244,366,0,0,0,NVL
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,127,190.5,20,26.25,43.09,WB
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,102,153,38,51,44.59,TC2
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,86,129,23,34.5,50.06,TC1
MISFOO,GU,GU PACKET,LEM SUB,ONE,17338,141,211.5,14,21,50.38,AAW
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,70,105,61,66.95,31.84,AA
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,103,154.5,25,34.1,45.48,NOV
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,280,420,28,36.8,43.48,NVL
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,111,166.5,7,9.5,45.16,WB
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,26,39,33,49.5,50.02,TC2
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,34,51,48,70.2,48.76,TC1
MISFOO,GU,GU PACKET,STW BAN,ONE,17339,104,156,9,13.06,48.32,AAW
MISFOO,GU,GU BREW TABLET,LEM LIM,ONE,17340,15,97.5,3,19.5,50.41,NOV
MISFOO,GU,GU BREW TABLET,LEM LIM,ONE,17340,19,123.5,1,6.5,50.31,TC2
MISFOO,GU,GU BREW TABLET,LEM LIM,ONE,17340,19,123.5,1,6.5,50.31,TC1
MISFOO,GU,GU BREW TABLET,LEM LIM,ONE,17340,16,104,2,13,50.85,AAW
MISFOO,GU,GU BREW TABLET,ORG,ONE,17341,12,78,0,0,0,NOV
MISFOO,GU,GU BREW TABLET,ORG,ONE,17341,18,117,2,13,50.62,TC2
MISFOO,GU,GU BREW TABLET,ORG,ONE,17341,20,130,0,0,0,TC1
MISFOO,GU,GU BREW TABLET,ORG,ONE,17341,11,71.5,0,0,0,AAW
MISFOO,GU,GU BREW TABLET,PEA TEA,ONE,17343,13,84.5,3,16.9,44.56,NOV
MISFOO,GU,GU BREW TABLET,PEA TEA,ONE,17343,15,97.5,0,0,0,AAW
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,M,17345,3,83.97,1,13.99,11.94,NVL
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,M,17345,3,83.97,1,22.39,44.98,TC2
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,M,17345,1,27.99,0,0,0,TC1
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,9,377.91,3,113.37,47.53,AA
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,3,125.97,0,0,0,NOV
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,8,335.92,2,79.78,50.29,NVL
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,6,251.94,1,41.99,52.77,WB
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,8,335.92,0,0,0,TC2
MISACCACC,FUELBE,REVENGE R2O 2 BELT,BLK,ONE,17347,6,251.94,3,125.97,52.77,AAW
MISACCACC,FUELBE,REVENGE R2O 2 BELT,HIB/SIL,ONE,17348,18,755.82,0,0,0,AA
MISACCACC,FUELBE,REVENGE R2O 2 BELT,HIB/SIL,ONE,17348,16,671.84,0,0,0,NOV
MISACCACC,FUELBE,REVENGE R2O 2 BELT,HIB/SIL,ONE,17348,0,0,2,79.78,48.56,NVL
MISACCACC,FUELBE,REVENGE R2O 2 BELT,HIB/SIL,ONE,17348,19,797.81,1,37.79,45.7,WB
MISACCACC,FUELBE,REVENGE R2O 2 BELT,HIB/SIL,ONE,17348,17,713.83,0,0,0,AAW
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,L,17349,1,27.99,0,0,0,AA
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,L,17349,1,27.99,0,0,0,NVL
APPSHIW,BROOKS,TOP D'LITE MESH TNK,404,L,17349,0,0,1,13.99,11.94,TC1
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,2,87.98,2,72.58,42.05,AA
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,9,395.91,2,87.98,52.19,NOV
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,10,439.9,2,87.98,52.19,NVL
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,8,351.92,0,0,0,WB
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,12,527.88,0,0,0,TC2
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,13,571.87,0,0,0,TC1
MISACCACC,FUELBE,REVENGE R3O 3 BELT,BLK,ONE,17350,0,0,1,43.99,52.19,AAW
MISMED,PRO TE,THIGH SLEEVE,,L,17353,5,84.95,0,0,0,AA
MISMED,PRO TE,THIGH SLEEVE,,L,17353,4,67.96,1,16.99,61.74,NOV
MISMED,PRO TE,THIGH SLEEVE,,L,17353,4,67.96,0,0,0,NVL
MISMED,PRO TE,THIGH SLEEVE,,L,17353,2,33.98,0,0,0,WB
MISMED,PRO TE,THIGH SLEEVE,,L,17353,1,16.99,1,16.99,61.74,TC2
MISMED,PRO TE,THIGH SLEEVE,,L,17353,3,50.97,0,0,0,TC1
MISMED,PRO TE,THIGH SLEEVE,,L,17353,4,67.96,0,0,0,AAW
MISACCACC,FUELBE,REVENGE R2O 2 BELT,SIL,ONE,17354,3,125.97,0,0,0,AA
MISACCACC,FUELBE,REVENGE R2O 2 BELT,SIL,ONE,17354,6,251.94,0,0,0,WB
MISACCACC,FUELBE,REVENGE R2O 2 BELT,SIL,ONE,17354,1,41.99,1,41.99,49.99,AAW
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,4,67.96,0,0,0,AA
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,7,118.93,0,0,0,NOV
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,5,84.95,0,0,0,NVL
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,2,33.98,0,0,0,WB
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,2,33.98,0,0,0,TC2
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,2,33.98,0,0,0,TC1
MISMED,PRO TE,THIGH SLEEVE,,XL,17355,7,118.93,0,0,0,AAW
SHORUNW,ASICS,CUMULUS 11,B,5.5,17371,5,499.95,0,0,0,NOV
SHOSPE,ASICS,HYPER ROCKETGIRL 5,B,5,17373,1,59.99,0,0,0,AAW
SHOSPE,ASICS,HYPER ROCKETGIRL 5,B,9.5,17382,1,59.99,0,0,0,NOV
SHORUNM,SAUCON,RIDE 4,D,8,17430,1,99.99,0,0,0,AA
SHORUNM,SAUCON,RIDE 4,D,11.5,17437,1,99.99,2,189.98,47.29,TC1
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,7,111.93,0,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,7,111.93,0,0,0,NOV
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,6,95.94,1,15.99,53.97,NVL
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,4,63.96,0,0,0,WB
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,1,15.99,1,15.99,53.97,TC2
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,12,191.88,0,0,0,TC1
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,M,17460,4,63.96,2,31.98,53.97,AAW
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,3,47.97,1,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,4,63.96,0,0,0,NOV
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,3,47.97,3,34.54,36.07,NVL
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,2,31.98,2,27.18,45.84,WB
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,3,47.97,0,0,0,TC2
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,10,159.9,0,0,0,TC1
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,1,L,17461,5,79.95,0,0,0,AAW
SHOSPE,ASICS,HYPERSPRINT 5,D,9.5,17487,-1,-64.99,1,51.99,44.99,AAW
SHOSPE,ASICS,HYPER MD 5,D,8.5,17494,-1,-64.99,0,0,0,WB
SHOSPE,ASICS,HYPER MD 5,D,11,17499,0,0,-1,-58.49,51.1,AAW
SHORUNM,SAUCON,STABIL CS 2,D,7.5,17501,1,119.99,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,8,17502,-1,-119.99,1,119.99,48.3,AA
SHORUNM,SAUCON,STABIL CS 2,D,8.5,17503,0,0,1,119.99,51.91,AA
SHORUNM,SAUCON,STABIL CS 2,D,8.5,17503,1,119.99,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,8.5,17503,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,8.5,17503,1,119.99,0,0,0,AAW
SHORUNM,SAUCON,STABIL CS 2,D,9,17504,1,119.99,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,9,17504,1,119.99,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,9,17504,1,119.99,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,9,17504,1,119.99,0,0,0,AAW
SHORUNM,SAUCON,STABIL CS 2,D,9.5,17505,2,239.98,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,1,119.99,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,1,119.99,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,1,119.99,1,107.99,44.85,NVL
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,1,119.99,0,0,0,TC2
SHORUNM,SAUCON,STABIL CS 2,D,10,17506,2,239.98,0,0,0,AAW
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,2,239.98,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,2,239.98,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,0,0,1,107.99,45.39,NVL
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,1,119.99,0,0,0,TC2
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,1,119.99,0,0,0,TC1
SHORUNM,SAUCON,STABIL CS 2,D,10.5,17507,1,119.99,1,119.99,50.85,AAW
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,2,239.98,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,2,239.98,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,1,119.99,1,107.99,45.35,NVL
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,1,119.99,0,0,0,TC1
SHORUNM,SAUCON,STABIL CS 2,D,11,17508,1,119.99,1,119.99,50.81,AAW
SHORUNM,SAUCON,STABIL CS 2,D,11.5,17509,0,0,1,119.99,50.77,AA
SHORUNM,SAUCON,STABIL CS 2,D,11.5,17509,1,119.99,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,11.5,17509,2,239.98,1,119.99,49.29,NVL
SHORUNM,SAUCON,STABIL CS 2,D,11.5,17509,1,119.99,0,0,0,AAW
SHORUNM,SAUCON,STABIL CS 2,D,12,17510,1,119.99,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,12,17510,2,239.98,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,12,17510,1,119.99,0,0,0,TC2
SHORUNM,SAUCON,STABIL CS 2,D,12,17510,-1,-119.99,0,0,0,TC1
SHORUNW,ASICS,EVOLUTION 5,D,7,17517,1,119.99,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,12.5,17525,0,0,1,119.99,50.82,AA
SHORUNM,SAUCON,STABIL CS 2,D,12.5,17525,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,12.5,17525,1,119.99,0,0,0,AAW
APPSOCW,THORLO,SOCK LWMXW,233,10,17531,2,29.98,0,0,0,NVL
APPSOCW,THORLO,SOCK LWMXW,233,10,17531,3,44.97,2,29.98,54.5,AAW
APPSOCW,THORLO,SOCK LWXW,233,11,17532,3,47.97,0,0,0,AAW
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,M,17539,1,15.99,-1,-15.99,56.35,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,M,17539,2,31.98,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,13,17555,1,119.99,0,0,0,AA
SHORUNM,SAUCON,STABIL CS 2,D,13,17555,2,239.98,0,0,0,NOV
SHORUNM,SAUCON,STABIL CS 2,D,13,17555,2,239.98,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,13,17555,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,13,17555,0,0,1,119.99,49.86,AAW
SHORUNM,SAUCON,STABIL CS 2,D,14,17556,0,0,1,119.99,51.01,AA
SHORUNM,SAUCON,STABIL CS 2,D,14,17556,0,0,1,119.99,51.01,NOV
SHORUNM,SAUCON,STABIL CS 2,D,14,17556,1,119.99,0,0,0,NVL
SHORUNM,SAUCON,STABIL CS 2,D,14,17556,1,119.99,0,0,0,WB
SHORUNM,SAUCON,STABIL CS 2,D,14,17556,1,119.99,0,0,0,AAW
SHORUNM,SAUCON,STABIL CS 2,D,15,17557,1,119.99,0,0,0,AA
SHORUNW,VIBRAM,5 FINGER TREKSPORT,BLK/CHA,37,17558,1,99.99,0,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,L,17566,6,95.94,0,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,L,17566,4,63.96,0,0,0,WB
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,L,17566,3,47.97,0,0,0,AAW
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,XL,17567,7,111.93,0,0,0,NVL
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,40,XL,17567,2,31.98,0,0,0,AAW
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,M,17569,2,31.98,0,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,M,17569,1,15.99,0,0,0,NOV
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,M,17569,1,15.99,0,0,0,WB
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,L,17570,0,0,1,15.99,56.35,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,L,17570,7,111.93,0,0,0,NOV
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,L,17570,1,15.99,2,31.98,56.35,TC2
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,L,17570,0,0,1,14.39,51.49,AAW
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,XL,17571,3,47.97,0,0,0,AA
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,XL,17571,6,95.94,0,0,0,NOV
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,XL,17571,4,63.96,0,0,0,NVL
APPSOCM,SMARTW,SOCK PHD RUN UL MIN,22,XL,17571,3,47.97,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD RUN UL MIC,44,L,17572,1,15.99,0,0,0,NOV
APPSOCW,SMARTW,SOCK PHD RUN UL MIC,44,L,17572,4,63.96,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD RUN UL MIC,44,L,17572,2,31.98,1,15.99,56.35,AAW
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,4,111.96,0,0,0,AA
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,2,55.98,0,0,0,NOV
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,7,195.93,0,0,0,NVL
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,3,83.97,0,0,0,TC2
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,4,111.96,0,0,0,TC1
APPCAPM,SAUCON,CAP VELOCITY,VP,ONE,17573,3,83.97,-1,-25.19,50.54,AAW
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,4,111.96,2,50.38,50.54,AA
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,6,167.94,0,0,0,NOV
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,3,83.97,0,0,0,NVL
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,5,139.95,0,0,0,WB
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,4,111.96,1,27.99,55.48,TC2
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,3,83.97,0,0,0,TC1
APPCAPM,SAUCON,CAP VELOCITY,WH,ONE,17574,5,139.95,0,0,0,AAW
MISACCACC,SAUCON,LIGHT USB LED POP,BK,ONE,17577,16,127.84,0,0,0,AA
MISACCACC,SAUCON,LIGHT USB LED POP,BK,ONE,17577,4,31.96,0,0,0,NVL
MISACCACC,SAUCON,LIGHT USB LED POP,BK,ONE,17577,1,7.99,0,0,0,WB
MISACCACC,SAUCON,LIGHT USB LED POP,BK,ONE,17577,3,23.97,1,7.99,49.94,AAW
APPSHIW,SAUCON,TOP VERTIS FL HOODY,BKKAR,M,17579,1,89.99,0,0,0,AAW
APPCAPM,NB,CAP TRI VIZ,GRY/HVY,ONE,17581,1,29.99,0,0,0,WB
APPCAPM,NB,CAP TRI VIZ,GRY/HVY,ONE,17581,2,59.98,0,0,0,TC1
APPCAPM,NB,CAP TRI VIZ,GRY/HVP,ONE,17582,1,29.99,0,0,0,NOV
APPCAPM,NB,CAP TRI VIZ,GRY/HVP,ONE,17582,2,59.98,0,0,0,NVL
APPCAPM,NB,CAP TRI VIZ,GRY/HVP,ONE,17582,1,29.99,0,0,0,WB
APPCAPM,NB,CAP TRI VIZ,GRY/HVP,ONE,17582,1,29.99,0,0,0,TC2
APPCAPM,NB,CAP TRI VIZ,GRY/HVP,ONE,17582,3,89.97,0,0,0,TC1
APPJACW,BROOKS,JKT SILVER BULLET,513,S,17583,1,149.99,0,0,0,NVL
APPJACW,BROOKS,JKT SILVER BULLET,513,S,17583,-1,-149.99,1,119.99,43.75,TC2
APPJACW,BROOKS,JKT SILVER BULLET,513,S,17583,5,749.95,0,0,0,AAW
APPSOCM,WIGWAM,SOCK COOL LT PRO LO,,M,17585,1,9.99,0,0,0,AAW
APPSOCM,WIGWAM,SOCK COOL LT PRO LO,,XL,17587,1,9.99,0,0,0,NVL
APPJACW,BROOKS,JKT SILVER BULLET,513,M,17588,-1,-149.99,0,0,0,AAW
APPSHOW,CW-X,SHORT PRO,1,S,17589,1,79.99,0,0,0,NOV
APPSHOW,CW-X,SHORT PRO,1,S,17589,1,79.99,0,0,0,WB
APPSHOW,CW-X,SHORT PRO,1,S,17589,1,79.99,0,0,0,TC2
APPSHOW,CW-X,SHORT PRO,1,S,17589,1,79.99,0,0,0,TC1
APPSHOW,CW-X,SHORT PRO,1,S,17589,1,79.99,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD OUT LT MIC,187,M,17594,0,0,1,15.99,56.35,AAW
APPSOCW,SMARTW,SOCK PHD OUT LT MIC,187,L,17595,1,15.99,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD OUT LT MIC,187,L,17595,4,63.96,0,0,0,TC1
APPSOCW,SMARTW,SOCK PHD OUT LT MIC,187,L,17595,4,63.96,1,15.99,56.35,AAW
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,100,M,17596,1,16.99,-1,-16.99,51.44,AA
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,100,M,17596,1,16.99,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,100,L,17597,4,67.96,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,100,L,17597,4,67.96,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,187,M,17598,1,16.99,2,33.98,51.44,TC1
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,187,M,17598,1,16.99,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,187,L,17599,5,84.95,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,187,L,17599,2,33.98,0,0,0,TC1
APPSOCW,SMARTW,SOCK PHD CYC LT MIN,187,L,17599,4,67.96,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD OUT UL MIN,511,L,17602,2,31.98,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD OUT UL MIN,511,L,17602,0,0,1,15.99,51.53,AAW
APPSOCW,SMARTW,SOCK PHD OUT UL MIN,392,L,17603,5,79.95,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD OUT UL MIN,392,L,17603,3,47.97,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD OUTDR LT,187,M,17604,1,16.99,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD OUTDR LT,537,L,17606,2,33.98,0,0,0,NVL
APPSOCW,SMARTW,SOCK PHD OUTDR LT,537,L,17606,3,50.97,0,0,0,AAW
APPSOCW,SMARTW,SOCK PHD OUTDR LT,187,L,17607,3,50.97,0,0,0,AAW
SHORUNM,SAUCON,HURRICANE 11,D,9.5,17614,0,0,1,125.99,44.2,TC1
SHORUNW,SAUCON,HURRICANE 11,B,8,17645,1,139.99,0,0,0,TC1
APPSHOW,CW-X,SHORT PRO,1,M,17671,0,0,2,159.98,52.62,AA
APPSHOW,CW-X,SHORT PRO,1,M,17671,4,319.96,0,0,0,NOV
APPSHOW,CW-X,SHORT PRO,1,M,17671,2,159.98,0,0,0,NVL
APPSHOW,CW-X,SHORT PRO,1,M,17671,2,159.98,0,0,0,WB
APPSHOW,CW-X,SHORT PRO,1,M,17671,2,159.98,0,0,0,TC2
APPSHOW,CW-X,SHORT PRO,1,M,17671,2,159.98,0,0,0,TC1
APPSHOW,CW-X,SHORT PRO,1,M,17671,1,79.99,0,0,0,AAW
APPSHOW,CW-X,SHORT PRO,1,L,17673,1,79.99,0,0,0,AA
APPSHOW,CW-X,SHORT PRO,1,L,17673,1,79.99,0,0,0,NOV
APPSHOW,CW-X,SHORT PRO,1,L,17673,2,159.98,0,0,0,NVL
APPSHOW,CW-X,SHORT PRO,1,L,17673,1,79.99,0,0,0,WB
APPSHOW,CW-X,SHORT PRO,1,L,17673,0,0,1,63.99,40.77,TC2
APPSHOW,CW-X,SHORT PRO,1,L,17673,1,79.99,0,0,0,TC1
APPSHOW,CW-X,SHORT PRO,1,L,17673,1,79.99,0,0,0,AAW
APPJACW,BROOKS,JKT SILVER BULLET,513,L,17695,1,149.99,0,0,0,AAW
APPJACW,BROOKS,JKT UTPIA SFTSHL EM,513,S,17698,1,134.99,0,0,0,NOV
APPJACW,BROOKS,JKT UTPIA SFTSHL EM,513,S,17698,0,0,1,107.99,50,TC2
APPJACW,BROOKS,JKT UTPIA SFTSHL EM,513,S,17698,2,269.98,0,0,0,TC1
APPJACW,BROOKS,JKT UTPIA SFTSHL EM,513,S,17698,2,269.98,0,0,0,AAW
APPSOCM,FITSOK,SOCK BAYSHORE 1/4,100,L,17700,1,8.99,0,0,0,TC2
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,NEO YLW,30 IN,17702,3,17.97,2,11.98,59.93,AA
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,NEO YLW,30 IN,17702,9,53.91,0,0,0,NOV
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,NEO YLW,30 IN,17702,4,23.96,1,5.39,55.47,NVL
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,NEO YLW,30 IN,17702,2,11.98,1,5.99,59.93,WB
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,NEO YLW,30 IN,17702,5,29.95,1,5.99,59.93,AAW
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,PNK,30 IN,17703,4,23.96,0,0,0,AA
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,PNK,30 IN,17703,5,29.95,0,0,0,NOV
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,PNK,30 IN,17703,3,17.97,0,0,0,NVL
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,PNK,30 IN,17703,3,17.97,1,5.99,59.93,WB
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,PNK,30 IN,17703,5,29.95,1,5.99,59.93,AAW
APPJACW,BROOKS,JKT UTPIA SFTSHL EM,513,M,17705,-1,-134.99,0,0,0,TC1
MISACCACC,SPEEDL,IBUNGEE ELASTC LACE,WHT,34 IN,17733,6,35.94,0,0,0,AA
